363, -175.27652 -28.366068 0. -175.501541 -376.759186 -501.309906 118.769417 327.031555 196.514771 -75.017662 -258.03125 -459.935455 118.124237 41.394741 5.754117 605.207275 209.119507 0. 189.95166 100.755615 342.912811 228.287354 143.65918 345.356659 -217.06842 -591.254761 -948.756958 -194.890625 -599.688232 -956.587036 32.479004 11.399902 0. -3.970703 -122.912354 -174.525879 26.770508 -6.188965 -141.074707 -25.424072 -90.428467 -73.846924 -8.620605 -99.941895 -54.042725;
364, -182.604828 -29.269911 0. -176.090988 -389.582397 -514.411255 117.551163 327.428833 184.886612 -68.611069 -268.425507 0. 123.827705 37.27198 4.722139 604.327759 209.143173 0. 189.302689 119.684143 362.657715 228.983658 143.226273 331.389893 -219.150879 -587.64563 0. -194.081207 -592.472168 -954.493164 22.429443 9.020264 0. -8.452637 -133.446777 -179.518066 26.493164 5.381104 -133.254639 -23.668213 -64.429932 0. -3.564941 -112.233398 -55.071777;
365, -184.192352 -29.679058 0. -176.245773 -400.113037 -522.026062 116.887665 331.880676 179.98764 -66.77977 -275.243896 -488.05249 125.247787 30.870052 4.555635 606.65741 208.884018 0. 189.290878 131.566757 374.163086 228.477127 144.812973 324.539917 -221.401016 -587.026978 -946.567444 -195.451599 -589.130981 -948.322205 26.569824 12.812012 0. -6.953857 -140.018066 -181.847656 32.578125 13.776367 -121.138184 -21.07251 -46.201172 -75.518799 1.780273 -117.900391 -60.612061;
366, -184.192352 -29.679058 0. -176.245773 -400.113037 -522.026062 116.887665 331.880676 179.98764 -66.77977 -275.243896 -488.05249 125.247787 30.870052 4.555635 606.65741 208.884018 0. 189.290878 131.566757 374.163086 228.477127 144.812973 324.539917 -221.401016 -587.026978 -946.567444 -195.451599 -589.130981 -948.322205 26.569824 12.812012 0. -6.953857 -140.018066 -181.847656 32.578125 13.776367 -121.138184 -21.07251 -46.201172 -75.518799 1.780273 -117.900391 -60.612061;
367, -184.945038 -29.814806 0. -176.061035 -405.068115 -534.209412 116.431427 334.84494 179.00885 -65.899101 -276.859802 -492.748322 125.795792 26.775501 3.002076 609.061768 208.728607 0. 189.496124 140.22113 378.301056 227.961121 148.556702 320.829498 -223.144714 -588.42334 -952.59375 -197.518829 -590.045593 -952.251282 33.791748 15.145264 0. -7.164551 -145.11377 -194.590332 37.455078 25.382812 -110.311035 -26.438965 -34.464844 -74.465332 -0.586914 -121.463135 -63.196533;
368, -184.576126 -30.130487 0. -176.110199 -409.869049 -546.361511 115.84922 331.877014 166.587769 -66.616631 -278.000641 -488.712952 124.659096 20.552883 1.529573 608.964478 208.639023 0. 189.433456 146.893784 379.355774 227.844559 157.484543 328.26416 -223.007904 -588.37677 -952.000488 -197.853699 -588.816711 -951.867981 36.53833 16.020996 0. -8.057129 -144.054443 -196.995605 40.098877 16.742188 -110.699707 -31.283203 -25.314209 -68.041016 -2.104004 -124.321045 -67.200439;
369, -183.598694 -27.659952 0. -173.708069 -410.76709 -555.431641 118.388153 332.929321 160.360199 -62.344894 -274.355133 -483.074951 128.582245 23.037079 1.493828 605.140381 208.899811 0. 191.620239 152.491425 381.538086 226.179382 165.360779 337.480865 -219.741577 -584.464233 -946.24884 -194.622589 -583.128967 -954.645386 37.098145 16.991699 0. -8.108887 -143.661133 -198.514893 42.092041 14.419678 -108.322998 -32.114014 -12.886963 -67.135986 -0.622314 -129.446045 -65.60376;
370, -178.033325 -26.163116 0. -172.254608 -408.591064 -563.071228 119.928383 326.468933 149.217743 -65.487389 -275.248413 -479.295837 125.529213 21.503807 3.881233 607.897827 209.199234 0. 192.849075 153.634293 372.148438 225.549423 179.896683 352.443848 -219.458008 -585.680298 -947.270935 -196.858032 -586.391296 -952.797974 36.747314 15.693115 0. -9.847412 -148.441162 -211.737061 41.233398 1.501953 -126.745605 -35.679688 -14.439697 -68.255127 -2.85083 -130.065186 -69.639648;
371, -171.940552 -25.293083 0. -171.462875 -405.895111 -569.975098 120.876717 320.103394 132.070679 -69.155922 -277.139771 -479.518829 121.917427 20.343887 0.26981 607.585022 209.377548 0. 193.525986 153.226395 362.87616 225.229111 189.243607 354.305115 -218.763458 -586.195312 -945.177612 -197.379028 -585.974792 -951.308716 32.734863 14.831787 0. -10.626465 -150.073975 -216.446289 40.290039 -9.990723 -146.385254 -34.411133 -13.746338 -69.629395 -1.006836 -133.019531 -68.807129;
372, -170.484436 -24.102427 0. -170.532806 -402.72998 -565.577332 122.327957 325.90741 129.942947 -68.656769 -278.404388 -479.422028 122.51899 23.873852 1.720459 615.086975 209.139221 0. 194.497375 141.345184 350.312653 223.781067 182.272308 347.256805 -224.493286 -591.273926 -951.521484 -203.760986 -593.366516 -951.303955 42.334961 19.043457 0. -5.61792 -145.258789 -213.987793 43.704834 -5.24292 -146.991211 -33.436768 -20.211914 -70.798096 -0.139893 -131.48999 -73.295166;
373, -167.187759 -22.975817 0. -169.606155 -401.627411 -570.360596 123.654526 335.597107 143.96553 -70.79837 -276.727081 -477.537628 120.718208 24.057404 0.629293 613.500793 209.565292 0. 195.223557 136.957596 336.694214 223.907028 176.236588 347.509705 -221.07724 -590.079773 -949.805603 -201.927124 -593.872986 -954.52124 38.82251 15.256836 0. -8.38623 -139.887451 -222.320801 38.899658 -0.473145 -147.133789 -38.279297 -25.239014 -76.823242 -6.024658 -131.69165 -77.769043;
374, -165.535965 -23.58931 0. -170.265991 -404.586731 -579.286865 123.087364 340.974487 176.234802 -73.868347 -277.816406 -478.946014 117.909752 24.601982 0.771702 612.068237 209.656769 0. 194.612762 137.400116 333.159027 224.700775 167.381317 357.251099 -219.159378 -589.185486 -948.27301 -200.401794 -592.697998 -954.423523 29.449219 13.223145 0. -9.695557 -135.369629 -214.905762 36.141846 6.316895 -145.723145 -32.152344 -35.020752 -81.537354 -1.229492 -128.4021 -78.275635;
375, -164.614136 -23.107269 0. -169.915405 -408.322693 -584.42572 123.700859 345.484283 212.462982 -72.651863 -276.62796 -488.399536 119.186836 25.475874 1.426338 607.779175 209.328827 0. 195.057495 140.067078 333.932037 223.600128 176.812958 369.621246 -217.429932 -587.513306 -958.432922 -197.753845 -592.09729 -950.572754 37.383301 17.926025 0. -4.654541 -130.370605 -208.380127 40.506592 6.452148 -162.571777 -27.572998 -36.069824 -86.077393 2.402588 -117.836914 -77.420654;
376, -164.614136 -23.107269 0. -169.915405 -408.322693 -584.42572 123.700859 345.484283 212.462982 -72.651863 -276.62796 -488.399536 119.186836 25.475874 1.426338 607.779175 209.328827 0. 195.057495 140.067078 333.932037 223.600128 176.812958 369.621246 -217.429932 -587.513306 -958.432922 -197.753845 -592.09729 -950.572754 37.383301 17.926025 0. -4.654541 -130.370605 -208.380127 40.506592 6.452148 -162.571777 -27.572998 -36.069824 -86.077393 2.402588 -117.836914 -77.420654;
377, -165.054092 -22.552238 0. -169.492401 -408.474731 -590.105713 124.387909 348.222015 252.330917 -72.533798 -273.832367 -495.597168 119.476837 26.746544 0.881094 610.285034 209.706467 0. 195.328018 141.26561 330.465271 224.084915 185.661392 385.498108 -217.19693 -588.553223 -968.24353 -198.531433 -596.422424 -951.450867 35.909424 13.602295 0. -8.033447 -126.717773 -201.430908 35.238037 -3.482422 -180.45752 -35.54126 -51.173828 -90.100586 -6.008301 -114.217285 -78.052246;
378, -164.1745 -22.410753 0. -169.714645 -412.0979 -599.215393 124.893135 350.032776 298.812012 -73.117401 -269.574158 -492.22168 119.06591 24.538244 1.156723 616.089783 209.867142 0. 195.213547 134.071152 317.496155 224.520767 182.813248 392.543884 -222.871155 -594.038818 -973.976135 -204.065552 -603.184692 -951.558777 27.836914 11.743408 0. -6.813721 -114.690186 -191.848877 30.300293 -19.790283 -198.407959 -29.691895 -70.972656 -94.410645 -1.394287 -103.625732 -78.544678;
379, -165.391907 -22.753304 0. -170.222839 -414.708527 -603.262695 124.71624 354.003418 346.266144 -73.5886 -257.113464 -478.604401 119.070442 26.058147 2.844738 611.046143 209.881073 0. 194.823303 130.784607 311.644745 224.938812 190.523285 405.229523 -219.082123 -593.731445 -971.259521 -199.916626 -600.295654 -950.415405 24.291748 11.25708 0. -5.653076 -105.40918 -184.211182 28.166992 -33.394287 -215.259033 -23.421387 -85.098877 -99.442383 0.849365 -98.057129 -76.896973;
380, -167.236771 -22.606785 0. -170.209412 -415.234985 -605.617981 124.99585 361.172913 397.340607 -72.074783 -247.434387 -451.095978 120.800919 31.165983 5.935499 611.156677 209.944611 0. 194.859344 127.293915 310.478027 225.029877 197.13269 415.21817 -218.948486 -593.32959 -965.304199 -199.254425 -601.384155 -951.257812 24.460205 10.563965 0. -5.204346 -100.777832 -171.842773 26.332275 -52.551514 -227.384521 -22.500732 -105.557617 -101.612061 -0.384277 -95.283936 -75.097168;
381, -168.604492 -23.486595 0. -171.15947 -416.860168 -611.047974 124.186279 365.441681 456.369659 -72.398193 -231.289948 -414.345093 120.651566 37.53257 6.43881 615.641479 209.839401 0. 194.058121 123.966202 305.244873 225.620682 197.087692 410.396118 -222.519913 -598.319031 -957.5047 -202.789856 -608.166199 -954.258057 24.388428 10.830811 0. -3.546387 -95.941895 -163.821777 25.208008 -68.598145 -222.64502 -20.045654 -125.300049 -101.532959 0.577637 -85.539062 -72.258789;
382, -170.705429 -23.109715 0. -170.976776 -415.416931 -608.744629 124.757339 371.114227 509.82901 -70.283051 -209.555725 -373.18927 122.858582 44.723503 8.819439 613.629333 209.934616 0. 194.241318 122.370316 301.398438 225.627914 195.737747 390.568481 -221.494125 -602.504578 -954.877686 -200.85376 -609.263794 -955.097778 25.924805 9.774414 0. -2.476807 -91.151123 -168.162598 22.025635 -81.085205 -220.956543 -21.50708 -136.055664 -104.252197 -2.703125 -78.104492 -72.214355;
383, -169.317871 -22.783394 0. -170.798004 -413.999268 -606.265991 125.231216 378.599915 563.135376 -71.133728 -190.755966 -325.345123 122.261871 44.670448 10.27857 611.648621 209.955444 0. 194.408691 121.794464 300.322906 225.502167 199.277496 356.875519 -219.377167 -603.069824 -951.441833 -198.851868 -607.443237 -956.972107 24.249268 10.154053 0. -0.415039 -87.255615 -167.920166 20.723389 -91.063965 -221.647949 -16.706299 -143.875977 -103.003662 -0.682861 -76.428711 -68.911377;
384, -166.870468 -21.653526 0. -169.872528 -411.818573 -604.084961 126.565475 388.733398 604.980286 -71.939987 -167.072067 -276.732971 121.648605 48.071194 10.464962 609.161865 210.195374 0. 195.197662 124.205261 306.119965 225.193115 200.576355 315.582306 -216.971649 -600.438721 -947.64209 -196.638046 -606.866699 -951.557983 14.44165 5.594971 0. -2.423828 -88.963867 -160.578613 13.614014 -92.94043 -221.342285 -15.585205 -161.262939 -100.223877 -1.761963 -72.606934 -65.193604;
385, -166.936554 -21.075989 0. -169.413223 -408.495026 -597.78833 127.261246 386.266876 630.586548 -71.73056 -147.991852 -221.530563 122.125351 46.385296 16.333321 610.131165 210.307037 0. 195.610657 126.625854 309.757141 225.003387 199.187073 268.608765 -217.087708 -596.857666 -934.760254 -197.472122 -607.566589 -954.342041 6.84668 4.306885 0. -2.044434 -88.966553 -161.396484 10.657959 -95.022217 -203.080811 -8.02832 -173.193848 -101.093262 2.459717 -67.186279 -61.984863;
386, -166.936554 -21.075989 0. -169.413223 -408.495026 -597.78833 127.261246 386.266876 630.586548 -71.73056 -147.991852 -221.530563 122.125351 46.385296 16.333321 610.131165 210.307037 0. 195.610657 126.625854 309.757141 225.003387 199.187073 268.608765 -217.087708 -596.857666 -934.760254 -197.472122 -607.566589 -954.342041 6.84668 4.306885 0. -2.044434 -88.966553 -161.396484 10.657959 -95.022217 -203.080811 -8.02832 -173.193848 -101.093262 2.459717 -67.186279 -61.984863;
387, -165.54248 -20.662537 0. -169.067963 -404.196869 -591.237366 127.742874 386.531433 644.107727 -72.740799 -130.262512 -174.033844 121.26976 47.249992 22.011261 614.63501 210.041397 0. 195.753586 129.96138 307.680786 224.329239 180.691116 220.235489 -220.908813 -603.390442 -928.861572 -201.687408 -612.717712 -953.938782 18.868164 10.659424 0. 4.694092 -82.668701 -164.705322 16.624756 -88.21167 -193.435547 -2.458496 -170.10498 -96.27832 5.848145 -60.111572 -54.610596;
388, -167.818726 -19.921349 0. -168.40274 -397.186371 -583.843872 128.560059 385.621735 640.57135 -71.02536 -100.795837 -132.743164 123.074364 38.45882 26.755505 613.751343 209.853287 0. 196.155594 131.017136 306.287476 223.55101 168.630356 162.318436 -219.600555 -608.491821 -936.631226 -200.913498 -611.315796 -957.812561 35.678711 15.050049 0. 9.466064 -79.130127 -165.748779 20.634277 -80.466064 -192.938721 -9.544678 -168.458252 -87.253418 -1.742432 -56.17627 -42.726318;
389, -165.673752 -19.296768 0. -167.813965 -396.321533 -581.557434 129.220428 382.35788 634.078369 -71.998466 -72.280792 -101.946632 122.200638 38.470181 30.136063 615.268188 209.714417 0. 196.568665 133.69754 315.37146 222.860168 144.468719 95.56839 -220.178772 -615.672607 -937.317871 -202.263519 -614.357544 -954.639282 47.436768 17.950684 0. 11.934326 -83.669922 -163.432617 23.966797 -84.335693 -189.41333 -14.571533 -157.838379 -86.696045 -7.268066 -48.079102 -43.328369;
390, -161.748672 -18.661327 0. -167.110565 -396.847931 -576.585205 129.787903 378.924652 632.925903 -74.183884 -53.046116 0. 120.06205 37.235886 33.295837 612.907837 210.021515 0. 197.37915 139.808624 329.772919 222.663879 119.808121 40.944687 -217.120651 -619.042847 0. -199.927292 -613.161133 -953.02063 42.736084 14.938721 0. 6.836182 -84.932861 -160.665771 23.041504 -84.073486 -176.614746 -18.680176 -140.959229 0. -10.811523 -41.273926 -42.685303;
391, -160.94278 -17.01598 0. -165.482239 -393.443115 -568.509583 131.450302 376.978424 625.32196 -71.977768 -40.114437 -77.89743 122.17926 42.485207 37.652149 613.51825 210.213486 0. 198.833359 143.823593 338.450562 221.593613 103.727554 -0.492783 -216.515991 -623.104553 -942.65509 -199.980988 -612.99707 -955.031311 35.840332 14.515869 0. 5.021484 -85.692383 -163.349365 24.010254 -79.764893 -169.412598 -16.245361 -121.760498 -78.505859 -5.647949 -46.162842 -38.736816;
392, -157.107864 -16.875916 0. -165.216553 -391.011627 -561.352478 131.464722 371.060822 614.203613 -75.446083 -31.523735 -70.391838 118.733246 44.643211 41.862999 615.003479 210.249741 0. 199.121262 144.196487 342.941223 221.378189 78.048248 -38.503174 -215.799194 -624.496277 -941.969971 -200.9151 -614.374146 -951.710449 36.137451 14.41748 0. 2.921631 -89.644287 -165.434082 25.91333 -78.902344 -173.955566 -18.192139 -112.561523 -70.581055 -5.774414 -52.565186 -38.032227;
393, -154.784195 -14.453674 0. -162.634781 -386.122864 -553.473999 133.727432 365.923523 595.380371 -73.067505 -25.873062 -63.098053 120.94751 49.644882 45.721596 618.855835 210.389954 0. 201.236816 144.629486 343.853577 219.543121 59.764206 -69.947998 -217.646301 -629.675293 -938.401245 -203.091354 -615.070679 -951.862427 36.081543 14.916016 0. 0.417725 -88.542236 -168.859375 29.414062 -74.853516 -180.86377 -19.497803 -97.299805 -65.085938 -4.462402 -65.331055 -38.245605;
394, -148.78952 -13.991119 0. -161.974335 -387.202026 -549.354248 133.992111 356.516479 568.395691 -77.507133 -20.472435 -57.721153 116.29921 58.488682 48.036194 618.739441 210.301407 0. 201.799576 149.371445 353.936096 218.803207 44.26683 -92.534668 -215.621552 -626.798584 -935.401123 -203.650116 -613.190674 -949.698669 36.963135 16.580078 0. -0.234863 -91.297607 -171.349854 33.395264 -69.669678 -200.935547 -21.07666 -98.650391 -58.742676 -2.114258 -85.286865 -40.042725;
395, -145.765121 -12.243294 0. -160.119843 -384.934265 -543.739258 135.63324 335.763275 536.244141 -76.450386 -21.043007 -52.269325 117.09716 77.317589 54.778336 618.105469 210.357162 0. 203.273239 153.08934 360.682434 217.441086 28.630936 -110.694817 -215.362274 -627.430908 -931.412354 -204.242737 -611.151917 -946.477295 39.887207 17.256348 0. -1.153076 -94.489258 -175.995361 35.665771 -68.885986 -214.26123 -25.544434 -101.049072 -52.690674 -3.551758 -106.186768 -42.434814;
396, -145.765121 -12.243294 0. -160.119843 -384.934265 -543.739258 135.63324 335.763275 536.244141 -76.450386 -21.043007 -52.269325 117.09716 77.317589 54.778336 618.105469 210.357162 0. 203.273239 153.08934 360.682434 217.441086 28.630936 -110.694817 -215.362274 -627.430908 -931.412354 -204.242737 -611.151917 -946.477295 39.887207 17.256348 0. -1.153076 -94.489258 -175.995361 35.665771 -68.885986 -214.26123 -25.544434 -101.049072 -52.690674 -3.551758 -106.186768 -42.434814;
397, -138.655731 -10.908951 0. -158.768433 -383.379608 -539.904846 136.950546 325.425964 501.918854 -79.377922 -36.888054 -45.852989 114.03009 106.558159 60.299362 617.603516 210.406464 0. 204.338287 156.173126 365.528107 216.47464 17.813904 -126.302406 -214.185577 -629.22583 -923.023743 -204.920502 -607.729736 -950.5979 40.780273 17.600586 0. -1.418213 -96.303711 -178.019775 36.619141 -76.827637 -245.772949 -27.623291 -93.716553 -50.538818 -3.545654 -124.208984 -43.013184;
398, -136.26741 -10.713455 0. -158.577118 -380.419281 -534.802124 137.150208 315.529816 459.245667 -82.067642 -48.172028 -34.602402 111.318085 123.921585 89.916527 623.722534 210.391281 0. 204.500259 155.489059 364.335327 216.282333 7.052811 -133.00351 -216.222305 -632.589844 -935.51825 -208.285721 -608.355774 -933.981934 42.01123 17.973389 0. -1.161865 -102.462646 -187.029053 37.108643 -78.943848 -279.647949 -28.280518 -91.790771 -38.387207 -3.406006 -134.238525 -73.398438;
399, -135.640732 -9.726372 0. -157.597229 -381.612091 -533.175598 138.144485 306.960327 409.757019 -80.957527 -55.446419 -21.607491 112.43364 142.579468 124.402084 623.287476 210.415512 0. 205.259323 158.109482 360.879822 215.571732 -2.895119 -124.297195 -215.408966 -632.80304 -941.34491 -207.704056 -604.464233 -938.239868 44.371826 18.260986 0. -1.0625 -100.992676 -200.072021 37.584473 -84.237061 -311.555664 -29.834961 -90.967529 -30.858154 -4.808105 -143.953369 -99.888184;
400, -133.447968 -9.707703 0. -157.686279 -378.317627 -525.140442 138.270889 295.771332 346.042114 -82.705742 -55.95742 -16.24353 110.694832 157.734131 157.878006 620.94104 210.384857 0. 205.194855 158.823822 370.053101 215.57486 -7.080635 -107.54808 -213.701904 -631.435425 -945.711304 -206.958084 -602.378296 -934.64679 45.841553 18.650879 0. 0.166992 -104.453125 -188.993164 37.13501 -100.841064 -342.94165 -30.069336 -89.153564 -30.94043 -4.796143 -144.072754 -122.314209;
401, -130.266174 -8.142822 0. -156.235321 -380.436523 -520.595886 139.949692 273.79187 277.709351 -83.168694 -54.883583 -9.988762 110.372795 173.779572 195.237869 617.178528 210.759018 0. 206.225449 162.402603 375.763184 215.292587 -4.547722 -86.16478 -209.326813 -626.987366 -940.870483 -202.538818 -595.109131 -930.174988 36.435791 13.93042 0. -3.796875 -105.048096 -191.502686 31.657715 -101.800049 -357.047119 -29.817627 -89.161133 -29.141602 -5.642578 -147.001465 -145.1875;
402, -125.781982 -7.309868 0. -155.543289 -377.690369 -515.304077 140.923553 258.497742 215.533813 -85.228271 -51.62851 -7.903412 108.462189 187.686768 237.078796 625.501587 210.900604 0. 206.766022 161.983459 373.468567 215.035217 8.420708 -56.825859 -215.230011 -631.928528 -942.8479 -209.300537 -600.577148 -928.493347 27.044189 12.54541 0. -4.05249 -100.909424 -194.876221 29.143555 -99.070557 -354.287109 -22.778076 -85.879395 -28.605469 0.407471 -136.795654 -169.546631;
403, -124.151108 -7.695 0. -156.072708 -374.589417 -512.756042 140.682709 247.381317 156.424683 -87.503723 -51.332214 -4.447006 106.371033 194.92012 278.722229 624.732971 210.921814 0. 206.395813 161.412262 372.366211 215.447784 22.462692 -31.149467 -214.409119 -630.702637 -944.569946 -209.001495 -600.580688 -934.775513 25.599609 12.253418 0. -2.850098 -98.914551 -192.27002 27.356934 -107.789795 -350.058594 -20.670898 -85.225098 -26.251465 1.037598 -130.155518 -197.573242;
404, -123.250404 -8.046577 0. -156.614014 -378.210297 -511.894592 140.520874 248.729218 107.453796 -88.055275 -51.531792 -2.551346 106.008209 204.147232 314.310638 624.256226 211.090271 0. 205.922333 154.749878 371.648712 216.258209 32.396713 -17.245636 -215.073425 -629.684937 -947.75 -209.15387 -599.836548 -938.131592 16.742432 7.191406 0. -5.501221 -100.546387 -188.681396 19.884277 -110.540039 -328.73291 -21.669678 -95.632324 -25.28125 -1.915771 -129.323242 -226.201904;
405, -124.688087 -7.603317 0. -156.365524 -378.202148 -508.774719 141.15889 244.969879 57.510651 -86.125153 -47.115479 2.094009 108.186501 212.311523 345.421936 623.21936 211.189026 0. 206.141113 151.44632 371.501923 216.236938 35.355637 0.332443 -214.726761 -627.1604 -945.562256 -207.96759 -595.676575 -937.380371 7.081787 5.293213 0. -4.7854 -97.803711 -185.947021 15.371826 -116.245361 -299.231934 -13.173584 -97.031494 -23.646973 3.427246 -128.605957 -248.869629;
406, -124.688087 -7.603317 0. -156.365524 -378.202148 -508.774719 141.15889 244.969879 57.510651 -86.125153 -47.115479 2.094009 108.186501 212.311523 345.421936 623.21936 211.189026 0. 206.141113 151.44632 371.501923 216.236938 35.355637 0.332443 -214.726761 -627.1604 -945.562256 -207.96759 -595.676575 -937.380371 7.081787 5.293213 0. -4.7854 -97.803711 -185.947021 15.371826 -116.245361 -299.231934 -13.173584 -97.031494 -23.646973 3.427246 -128.605957 -248.869629;
407, -122.723015 -7.81739 0. -156.684937 -380.213501 -506.277557 141.050156 235.882874 15.004166 -88.491318 -46.318039 2.72448 106.07505 218.227509 372.482605 621.706299 211.211899 0. 205.927872 150.891983 371.257751 216.495926 38.525085 16.53595 -213.74086 -626.12915 -944.148071 -207.138702 -591.98645 -941.459839 5.893311 4.919678 0. -3.465576 -92.6521 -187.601562 13.304932 -118.411865 -265.315674 -9.172607 -92.147461 -25.604248 4.009277 -129.948975 -269.074219;
408, -120.689079 -6.974289 0. -155.906845 -379.706055 -505.885193 141.958267 226.481812 -14.688049 -88.286926 -43.722321 1.973091 106.417213 223.832916 0. 618.483643 211.163666 0. 206.52713 152.294434 374.565216 215.800201 41.622505 31.228889 -211.86026 -623.65863 -942.796143 -204.949265 -585.951111 0. 9.179688 7.410156 0. -0.387451 -89.256348 -180.549561 15.207764 -113.981934 -230.697998 -5.70752 -90.565674 -24.044189 5.259521 -135.075928 0.;
409, -121.26252 -10.519165 0. -159.372711 -383.560333 -511.380585 138.334396 239.355133 -15.111244 -94.756859 -43.407249 -0.797165 100.032318 223.991287 401.340027 622.990295 210.801041 0. 203.74852 150.643723 375.120667 217.853561 41.308884 44.288864 -214.604004 -626.55249 -950.159058 -208.539856 -587.506836 -942.625183 17.17041 11.174561 0. 3.93457 -84.794434 -169.897705 18.414795 -97.269531 -189.110107 -5.03833 -84.938477 -17.635742 5.160156 -135.208252 -287.110352;
410, -131.105011 -11.797745 0. -160.63559 -384.090942 -514.175232 137.0401 244.306305 -17.207375 -87.701134 -43.845177 -2.188774 106.984711 226.866516 402.425171 621.866211 210.756195 0. 202.789276 148.720642 373.339874 218.723083 37.53775 56.213577 -215.686386 -629.570984 -951.528687 -206.462372 -590.70813 -941.387817 26.980957 11.398193 0. 4.565918 -83.376221 -162.243652 18.230469 -92.140137 -166.088623 -12.867188 -86.699951 -16.444092 -3.397705 -132.06543 -290.101562;
411, -135.052856 -12.14698 0. -160.95993 -382.704987 -512.456726 136.66597 250.894592 -14.139488 -84.731483 -36.642937 -2.274948 109.933823 231.088974 401.125671 623.656738 210.682999 0. 202.543259 145.513687 369.382935 218.822739 37.899811 62.352356 -217.497833 -630.466614 -951.97406 -207.077911 -590.455139 -942.744629 29.118652 12.639404 0. 5.312012 -83.187012 -164.121094 19.966553 -85.050293 -151.236816 -12.461182 -89.051758 -17.384766 -3.525391 -134.040039 -290.081299;
412, -137.656143 -13.280792 0. -162.067322 -383.167236 -509.872192 135.505722 254.706268 -12.343628 -84.425903 -36.423828 -0.420433 110.206833 232.965271 398.537445 624.566895 210.553955 0. 201.622253 142.1492 370.172363 219.485687 36.476517 63.589691 -218.655426 -631.821411 -955.474609 -208.00946 -592.768616 -943.237854 33.743652 13.717041 0. 6.734375 -81.312988 -155.962158 20.699463 -81.164062 -142.390381 -15.590576 -91.48999 -15.279541 -6.007324 -130.952393 -290.104736;
413, -139.515991 -13.126915 0. -161.986115 -386.254181 -514.513672 135.7323 245.962921 -22.415245 -82.683266 -32.553703 1.668579 111.914902 232.597412 398.202057 615.379272 210.518982 0. 201.556671 142.744415 370.871887 219.481293 43.206757 71.620956 -211.841843 -624.267639 -950.902344 -200.160034 -587.143921 -940.012817 36.538086 14.499023 0. 9.723877 -82.413574 -159.943848 19.27417 -80.098877 -138.154785 -15.774902 -94.361572 -12.885742 -6.642334 -126.713623 -288.286377;
414, -139.227127 -13.833107 0. -162.697937 -388.656403 -511.496796 135.031708 234.184998 -36.428749 -83.820457 -31.533882 1.828865 110.872795 232.745148 400.859955 619.963318 210.437561 0. 200.865448 141.114807 370.815308 220.009705 43.074547 69.821861 -215.458145 -627.684937 -950.679443 -203.736328 -590.31189 -945.459351 40.5979 15.063232 0. 11.951416 -77.79248 -161.346191 18.175049 -81.981689 -131.879883 -15.585938 -93.89917 -9.972412 -9.340576 -129.69165 -286.912109;
415, -139.227127 -13.833107 0. -162.697937 -388.656403 -511.496796 135.031708 234.184998 -36.428749 -83.820457 -31.533882 1.828865 110.872795 232.745148 400.859955 619.963318 210.437561 0. 200.865448 141.114807 370.815308 220.009705 43.074547 69.821861 -215.458145 -627.684937 -950.679443 -203.736328 -590.31189 -945.459351 40.5979 15.063232 0. 11.951416 -77.79248 -161.346191 18.175049 -81.981689 -131.879883 -15.585938 -93.89917 -9.972412 -9.340576 -129.69165 -286.912109;
416, -139.187637 -14.330734 0. -163.139099 -390.540619 -510.607941 134.477631 219.398254 -53.08905 -84.735504 -33.347015 3.317032 109.965073 231.465744 403.5578 623.636108 210.339539 0. 200.56604 135.507202 365.445068 220.113007 38.067245 60.186218 -220.485565 -632.510742 -954.027588 -207.966156 -594.848999 -952.694824 44.948486 15.957031 0. 11.177979 -77.374268 -164.397217 20.73584 -89.652832 -134.380371 -16.428223 -96.430176 -7.74292 -12.358398 -132.18457 -285.428711;
417, -141.237213 -14.350189 0. -163.176712 -386.620544 -508.717285 134.476349 235.174164 -36.391113 -83.152267 -32.698151 3.472137 111.474464 231.796021 404.801758 615.273499 210.281372 0. 200.477325 141.960358 367.009155 220.085419 38.362251 62.662666 -213.570862 -626.952454 -946.906921 -200.788116 -588.694458 -949.609009 44.753174 16.710938 0. 12.277832 -77.812256 -168.109131 21.143799 -84.814209 -135.442383 -16.397949 -89.419678 -8.032715 -10.147461 -127.853027 -281.667236;
418, -141.040344 -13.779617 0. -162.624374 -389.18103 -512.314575 135.065155 236.919403 -32.214722 -81.899109 -29.860184 4.740852 112.751404 237.775223 407.409363 621.627686 210.273361 0. 200.923782 139.11998 363.200134 219.622971 40.142166 60.913681 -218.557587 -632.224487 -950.060059 -205.734848 -592.71814 -949.538208 49.083496 17.290039 0. 12.387451 -75.503418 -170.582275 22.192871 -88.505127 -150.300781 -18.777344 -89.160645 -9.876709 -12.979492 -128.731201 -281.446289;
419, -138.091705 -12.064034 0. -161.000488 -388.126648 -512.145996 136.872421 239.879486 -27.556923 -81.33474 -23.548851 6.585304 113.339607 239.029602 410.685211 616.571411 210.444763 0. 202.213928 142.67691 365.112122 218.675629 47.429245 63.350342 -213.457581 -627.47876 -945.410278 -201.229233 -587.243347 -945.973938 50.520752 16.375977 0. 12.492432 -74.641113 -174.434814 20.259277 -97.45166 -168.527344 -21.448975 -84.379883 -8.927979 -15.036865 -133.319092 -283.992432;
