20, -121.870316 -8.133797 0. -157.186707 -353.461548 -441.857544 140.919113 335.353333 280.214783 -90.048523 -48.854538 -24.767937 104.86731 33.752476 44.081146 620.940186 210.705887 0. 205.255844 80.624039 177.167679 216.15596 127.866745 347.091125 -212.858994 -633.64093 -1037.376831 -205.459656 -602.942932 -939.220764 44.182617 15.490479 0. 11.27002 39.141602 -192.682129 19.710938 -32.060303 -219.976318 -18.508057 -24.74585 14.561035 -12.846436 -137.851562 -62.248779;
21, -123.885529 -8.367668 0. -157.43782 -369.51709 -478.336243 140.702484 345.970032 305.00647 -88.995621 -49.218742 -21.757538 105.950966 31.265121 46.359196 623.074463 210.710678 0. 205.032761 98.307663 179.810898 216.388565 164.968552 382.052368 -214.329254 -634.954529 -1036.010132 -207.201111 -604.984009 -936.677429 44.327637 15.33374 0. 11.973145 29.043945 -205.470947 18.694092 -47.152344 -241.219727 -18.54126 -33.449951 23.875244 -13.02124 -135.16333 -65.733398;
22, -123.806244 -8.046635 0. -157.144501 -385.276337 -513.767395 141.051224 359.550323 331.989075 -88.257309 -51.013088 -16.026524 106.711815 33.014565 49.859146 621.698425 210.753113 0. 205.192139 119.252777 188.242218 216.314087 192.461609 399.018005 -213.600906 -634.00824 -1032.840576 -206.174759 -604.311584 -942.354431 43.572998 14.92749 0. 13.092285 20.901855 -206.980469 16.762695 -47.576172 -254.659424 -17.705078 -41.417236 26.692627 -13.310059 -135.084961 -61.284424;
23, -120.976425 -6.517006 0. -155.639984 -387.904816 -538.154053 142.605972 364.19873 359.091309 -87.553505 -44.711357 -18.899223 107.451874 35.480148 49.93528 621.721497 210.797745 0. 206.146194 131.039627 200.396072 215.449326 205.196335 410.769592 -213.821411 -633.011719 -1032.085571 -206.548187 -608.352783 -936.233154 44.555664 14.979004 0. 15.563232 19.68335 -192.886475 14.39502 -44.563965 -255.676514 -16.55127 -49.461426 22.012207 -14.150879 -123.718262 -64.242676;
24, -115.201759 -5.026222 0. -154.189728 -392.606995 -557.75531 144.137299 368.477173 382.271637 -90.090996 -40.282448 -21.478973 104.947235 32.589649 53.637005 630.060791 210.926895 0. 207.364853 144.011795 219.543655 214.488968 215.779007 425.174744 -219.963257 -637.779968 -1034.679077 -213.879471 -616.763733 -939.466248 44.54834 13.575684 0. 13.635498 10.419922 -185.639893 13.515625 -49.176758 -254.824707 -16.921387 -56.684326 27.488037 -17.685303 -123.318848 -68.414551;
25, -110.238449 -4.880798 0. -154.052246 -397.462219 -571.063477 144.290634 369.281799 406.584106 -94.219902 -40.264519 -19.274597 100.871338 29.666328 52.781887 628.594666 210.895721 0. 207.503448 151.413269 240.099518 214.287964 223.918701 434.780548 -217.116913 -633.962524 -1032.80603 -212.458069 -614.37439 -953.115845 41.869385 14.187988 0. 13.308594 0.448975 -181.100342 15.067383 -49.302002 -245.592285 -13.694824 -58.54541 15.798096 -13.773438 -123.936279 -61.644531;
26, -110.230049 -5.139828 0. -154.313354 -396.585846 -568.59436 144.033722 373.940338 432.218872 -94.687195 -41.131229 -20.555759 100.414398 28.048843 53.419567 624.805115 210.891281 0. 207.312271 160.719589 268.23761 214.470291 236.465958 455.645569 -213.122559 -629.928894 -1029.139526 -208.685806 -611.977905 -947.579407 40.904297 14.216309 0. 13.382568 -0.739746 -173.477051 15.050293 -57.081543 -230.984619 -14.292725 -60.70166 12.738281 -13.142578 -117.364258 -60.188232;
27, -110.597961 -5.158867 0. -154.325104 -399.355042 -568.956482 144.007355 384.225189 454.862 -94.572472 -41.529457 -19.676971 100.531891 27.429386 51.757725 624.546265 210.332535 0. 206.574112 166.744156 295.606079 214.090988 245.536057 472.462585 -213.971039 -631.165222 -1031.05603 -209.29007 -614.398743 -952.582397 52.530518 20.08374 0. 20.701904 -0.863525 -165.33252 19.465332 -67.640869 -223.382568 -12.55127 -56.292969 13.359619 -11.460449 -107.676025 -54.059814;
28, -108.037376 -3.484959 0. -152.669098 -400.936554 -570.670044 145.699173 385.439117 471.660736 -93.160782 -42.601986 -18.790287 101.934021 28.539042 49.517677 628.112244 210.56543 0. 208.137817 173.327698 319.065399 212.993011 248.25827 477.166199 -216.966293 -634.693481 -1033.845093 -212.050613 -620.54187 -952.628967 56.606934 18.198242 0. 17.311523 -7.572021 -156.345215 19.085205 -75.799805 -212.256592 -19.977051 -61.650635 11.690918 -20.785645 -99.517822 -55.456787;
29, -108.037376 -3.484959 0. -152.669098 -400.936554 -570.670044 145.699173 385.439117 471.660736 -93.160782 -42.601986 -18.790287 101.934021 28.539042 49.517677 628.112244 210.56543 0. 208.137817 173.327698 319.065399 212.993011 248.25827 477.166199 -216.966293 -634.693481 -1033.845093 -212.050613 -620.54187 -952.628967 56.606934 18.198242 0. 17.311523 -7.572021 -156.345215 19.085205 -75.799805 -212.256592 -19.977051 -61.650635 11.690918 -20.785645 -99.517822 -55.456787;
30, -106.563622 -4.25449 0. -153.43808 -406.260345 -571.128296 144.929108 393.05661 491.606628 -97.079002 -45.04921 -19.828751 98.039223 24.518635 46.903767 626.722046 210.703857 0. 207.716766 183.063507 347.423065 213.690918 256.172516 480.252411 -214.368927 -629.839783 -1022.624634 -211.193878 -621.070923 -958.861328 50.464111 16.609619 0. 16.108154 -20.83252 -157.863281 17.11084 -87.088135 -215.85083 -19.336914 -76.273193 22.248535 -18.177002 -90.178711 -53.591553;
31, -112.957748 -5.552494 0. -154.702118 -410.2388 -571.626404 143.597122 397.448639 507.683655 -94.277946 -45.478729 -23.296638 100.839569 24.660696 44.24239 618.365417 210.694885 0. 206.672974 206.35614 386.084595 214.716797 263.271973 486.919006 -207.874969 -622.851074 -1017.813171 -203.968185 -613.541748 -959.381226 47.080811 16.517822 0. 17.602539 -26.895996 -149.853271 15.432861 -92.260742 -207.537598 -15.3125 -78.95874 12.858643 -14.656738 -86.378906 -50.846924;
32, -115.923691 -6.069519 0. -155.201187 -413.399719 -563.853455 143.062134 400.136108 529.143982 -91.930588 -42.939438 -20.507881 103.142471 25.992619 43.676636 619.016174 210.725723 0. 206.271255 218.186203 417.675537 215.180222 266.312317 480.410828 -210.178925 -625.047241 -1021.831238 -204.918671 -615.851501 -945.041504 47.907471 16.062744 0. 18.137451 -38.464844 -143.593506 13.988037 -92.01416 -203.859619 -14.80249 -79.701172 4.708252 -16.221191 -78.224121 -53.488281;
33, -120.761116 -7.872116 0. -156.961014 -414.130249 -559.178772 141.216782 396.897339 538.093384 -91.148193 -36.894039 -23.698322 103.901398 22.71756 55.325367 625.44342 210.185196 0. 204.410965 232.251083 444.722107 215.959457 252.735886 461.653259 -216.568787 -631.033081 -1031.08374 -210.742767 -621.917664 -925.378967 60.233887 20.884521 0. 22.802002 -49.008789 -139.927002 18.967285 -87.580566 -196.585938 -14.582764 -77.988037 -10.04541 -17.296143 -72.251953 -53.677246;
34, -123.334099 -8.602436 0. -157.676361 -409.568695 -546.699951 140.471497 391.803986 542.075378 -89.029755 -37.674625 -16.44466 105.963913 31.508696 39.520191 617.076233 210.392059 0. 204.125397 246.95108 471.752045 216.658691 245.147491 447.884064 -209.990112 -624.42926 -1021.990723 -202.437973 -615.554016 -969.040527 60.640381 18.602051 0. 20.550781 -58.317871 -124.02124 16.65332 -85.973389 -194.5271 -20.317627 -86.42334 -6.648682 -22.825195 -72.449951 -39.532959;
35, -128.296951 -11.599953 0. -160.569794 -405.006256 -536.082092 137.369888 382.02124 534.411255 -90.418427 -30.544235 -24.697716 104.555634 40.872772 23.513409 624.42572 210.341446 0. 202.033218 260.034302 491.900574 218.649643 240.380997 436.176331 -217.160065 -626.077942 -1019.737122 -208.963913 -623.970703 -1000.417175 55.473633 17.51709 0. 18.594727 -66.257568 -120.351074 16.439209 -84.24707 -200.26123 -18.151367 -104.624512 -7.011719 -20.700195 -69.061523 -21.063477;
36, -131.952225 -10.847237 0. -159.855225 -400.511719 -516.243103 138.160751 380.90979 532.154846 -84.802483 -23.883087 -29.500633 110.035454 46.537781 19.801136 619.662354 210.541672 0. 202.886795 271.539307 512.829346 218.196579 241.819595 437.783508 -215.443558 -620.395203 -1011.557434 -204.57724 -620.581421 -1010.828918 51.885986 15.673096 0. 15.162842 -73.107422 -114.392578 16.183594 -88.02417 -205.759766 -18.867188 -121.669434 -13.749023 -20.276611 -59.643555 -21.762207;
37, -128.522842 -10.107758 0. -159.147263 -393.077148 -505.355164 138.931732 380.336304 524.148987 -86.110352 -21.254051 -25.872932 108.777473 48.372501 20.203163 615.862122 210.127625 0. 203.108734 287.407104 537.564941 217.146484 244.64325 451.179169 -213.120758 -612.03064 -1000.18811 -203.108887 -618.723633 -1015.103394 57.394531 20.463867 0. 19.061035 -87.396973 -108.837402 21.866699 -94.679443 -204.511719 -15.030518 -136.687256 -17.583984 -14.363037 -61.995117 -18.365967;
38, -126.493927 -10.093082 0. -159.135757 -386.054108 -490.603699 138.949585 379.340027 516.829956 -88.386536 -23.109341 -23.843616 106.542511 47.1712 25.799591 613.22937 210.056732 0. 203.102783 304.160492 561.491211 217.010712 258.096039 472.799042 -210.979218 -609.658569 -996.801025 -201.79921 -618.062073 -1017.262329 66.800537 21.519775 0. 19.588379 -92.337646 -109.702637 23.451416 -102.580811 -208.893311 -22.276855 -145.841797 -22.599609 -20.442139 -64.27832 -12.894775;
39, -124.349754 -10.002441 0. -159.017258 -382.480347 -481.109344 139.012375 371.725494 494.315399 -90.249161 -26.364559 -21.09763 104.684036 49.586895 20.365356 620.494812 210.028732 0. 203.326645 319.426453 583.229004 216.730789 263.768127 491.18158 -216.490936 -613.901672 -999.909119 -207.395828 -623.665344 -1021.524109 70.226807 22.015869 0. 18.336182 -107.859131 -115.254883 25.695557 -112.414795 -203.9021 -24.460938 -153.302002 -26.342285 -21.93457 -71.020752 -4.310547;
40, -124.349754 -10.002441 0. -159.017258 -382.480347 -481.109344 139.012375 371.725494 494.315399 -90.249161 -26.364559 -21.09763 104.684036 49.586895 20.365356 620.494812 210.028732 0. 203.326645 319.426453 583.229004 216.730789 263.768127 491.18158 -216.490936 -613.901672 -999.909119 -207.395828 -623.665344 -1021.524109 70.226807 22.015869 0. 18.336182 -107.859131 -115.254883 25.695557 -112.414795 -203.9021 -24.460938 -153.302002 -26.342285 -21.93457 -71.020752 -4.310547;
41, -128.931808 -10.672894 0. -159.674957 -375.01593 -469.462585 138.329178 370.375519 474.194397 -88.179863 -28.208763 -23.337288 106.716888 53.462578 17.310772 619.181702 209.459991 0. 202.331177 333.478333 598.679688 216.588776 265.300629 502.290161 -216.80368 -612.736511 -999.12085 -208.038025 -623.579834 -1018.956543 79.20752 26.34668 0. 22.685547 -106.936279 -114.858887 30.008057 -114.3125 -204.152588 -24.249756 -159.529541 -33.3479 -19.437256 -76.024658 5.048584;
42, -129.757278 -10.74136 0. -159.724487 -361.837036 -438.857819 138.241776 357.914459 449.058533 -87.294556 -28.560787 -26.735226 107.585526 54.574902 16.631245 610.592712 209.777954 0. 202.642273 346.48584 615.693542 216.913666 272.437225 511.598206 -209.470734 -604.231567 -989.31543 -200.146973 -616.062622 -1010.842896 78.375244 23.758301 0. 19.338135 -109.433594 -111.138428 28.178467 -112.654297 -210.497559 -29.694336 -169.103516 -38.857666 -24.905762 -79.37207 6.909912;
43, -132.763062 -11.585011 0. -160.537292 -351.108948 -425.295532 137.367279 352.973389 439.518738 -85.81308 -29.002274 -24.904259 109.042244 54.399525 19.743225 612.615479 209.876434 0. 202.135071 360.761658 631.226318 217.617828 282.919739 527.738403 -211.328781 -605.396362 -990.764526 -201.995972 -617.67627 -1012.149658 71.66333 22.618896 0. 18.122314 -111.106934 -123.34082 27.115234 -113.446289 -210.459961 -26.360352 -168.634277 -39.164795 -20.578857 -75.470459 15.049072;
44, -134.512131 -11.873447 0. -160.816757 -346.533417 -410.807404 137.069855 348.904816 421.962738 -84.526825 -27.391911 -23.490612 110.288155 55.308926 15.909336 615.282349 209.970779 0. 202.008194 370.644714 645.421814 217.933365 286.511658 539.194275 -213.891113 -604.825745 -986.164062 -203.766129 -620.431213 -1017.509216 69.426025 21.678223 0. 17.207031 -113.18335 -125.474854 26.149414 -115.167725 -208.472168 -26.361572 -176.760254 -36.270996 -20.480713 -66.161377 9.246338;
45, -131.637299 -11.515129 0. -160.472046 -343.542053 -387.671082 137.441788 343.178864 402.367035 -85.945335 -30.000412 -21.111702 108.857895 56.794979 18.26133 614.773865 209.929916 0. 202.239578 377.633301 657.64917 217.620255 301.737122 557.907715 -214.137253 -602.564758 -980.167603 -203.722977 -618.996216 -1009.514038 68.53125 22.322021 0. 17.799072 -112.867432 -115.347168 26.844971 -113.729492 -206.466064 -23.758057 -180.946045 -31.075684 -17.910156 -76.486084 25.42041;
46, -131.146057 -11.612968 0. -160.544769 -337.313416 -375.575623 137.318817 340.664917 379.222809 -86.688629 -32.490238 -22.049885 108.132408 53.818085 17.10627 621.948914 209.976196 0. 202.284637 380.235321 664.521851 217.667755 310.794037 569.189087 -219.136581 -611.984497 -993.238281 -209.078384 -623.873657 -1012.880615 68.901123 21.870117 0. 16.616943 -116.719971 -111.235107 27.123291 -112.143555 -205.919678 -25.883789 -172.020264 -31.826416 -19.968018 -80.731445 29.297852;
47, -133.277313 -11.844856 0. -160.796661 -335.04657 -357.38913 137.106934 338.241028 367.08609 -85.442711 -30.70742 -19.473427 109.345467 50.723778 24.792986 623.937439 209.863922 0. 201.880249 374.676208 659.267212 217.847565 324.690674 584.008301 -219.643478 -615.646729 -981.103882 -209.583664 -624.095093 -1017.651733 67.825928 22.806396 0. 18.8479 -109.631104 -108.533447 26.764893 -111.924805 -205.38208 -24.17334 -161.348389 -44.365723 -17.302734 -76.305176 19.367432;
48, -134.42981 -11.720112 0. -160.69606 -337.149902 -340.474701 137.255844 338.147491 361.818848 -84.636993 -23.036633 -27.022511 110.177338 48.43224 25.456106 620.925842 209.890411 0. 201.851868 373.973663 659.98999 217.928955 345.728851 609.986328 -217.62175 -615.678711 -968.698975 -207.179916 -621.589355 -1017.717041 69.969971 22.647705 0. 20.029053 -105.672607 -92.905762 25.266602 -115.944336 -200.837646 -24.958252 -152.801758 -54.975586 -19.780762 -76.497314 9.968018;
49, -131.900146 -11.582508 0. -160.569489 -340.684021 -336.50351 137.40448 335.866241 346.526428 -86.643288 -19.010841 -40.848106 108.202652 43.68454 24.7234 620.740906 209.849197 0. 201.90535 374.743103 663.245422 217.793076 358.118347 626.232788 -217.916748 -617.613525 -957.871826 -207.403107 -621.128479 -1017.986023 72.239014 23.102295 0. 20.55249 -105.60083 -100.718262 25.652344 -118.529785 -194.888184 -24.062012 -143.48999 -60.057617 -20.636963 -79.368164 5.790771;
50, -131.900146 -11.582508 0. -160.569489 -340.684021 -336.50351 137.40448 335.866241 346.526428 -86.643288 -19.010841 -40.848106 108.202652 43.68454 24.7234 620.740906 209.849197 0. 201.90535 374.743103 663.245422 217.793076 358.118347 626.232788 -217.916748 -617.613525 -957.871826 -207.403107 -621.128479 -1017.986023 72.239014 23.102295 0. 20.55249 -105.60083 -100.718262 25.652344 -118.529785 -194.888184 -24.062012 -143.48999 -60.057617 -20.636963 -79.368164 5.790771;
51, -128.776321 -10.724972 0. -159.747681 -344.927765 -324.348846 138.29776 333.357941 330.932098 -88.053841 -15.743401 -50.067383 106.806534 42.842712 19.542816 617.36145 209.739487 0. 202.243301 365.243469 651.944092 217.235672 368.387634 638.411865 -215.975952 -617.686646 -949.148499 -205.586166 -619.358826 -1015.874207 74.593994 24.428711 0. 23.284912 -101.027832 -114.998047 25.57251 -116.82251 -188.465088 -23.502686 -132.967529 -61.061035 -20.167725 -79.339111 6.867188;
52, -124.704468 -9.392422 0. -158.459991 -350.573914 -309.22229 139.67514 327.496277 316.45813 -88.763245 -18.561947 -55.102863 106.143867 41.292942 14.455978 618.113281 209.117432 0. 202.470154 356.480194 639.169556 215.764679 381.89151 659.232178 -217.831909 -622.348938 -946.133545 -208.027649 -622.036499 -1019.697754 88.385498 29.317139 0. 28.849121 -97.349609 -126.665771 29.7854 -115.484375 -171.095947 -24.179199 -124.388184 -61.325684 -22.683105 -79.198242 0.513184;
53, -125.233566 -9.590076 0. -158.653 -352.286163 -293.414978 139.472839 321.597321 290.672974 -89.015579 -16.233578 -62.296001 105.950165 42.939762 13.715584 612.58075 209.459122 0. 202.621384 360.037231 642.09906 216.29686 386.470459 665.575378 -211.313324 -619.334839 -931.990601 -202.619385 -617.431458 -1013.962585 87.352783 26.835693 0. 26.921631 -92.803223 -108.959229 26.75 -110.057373 -152.398438 -28.640869 -109.519043 -60.921387 -28.028564 -80.490967 4.05542;
54, -124.40168 -8.987362 0. -158.072723 -356.054413 -287.000244 140.098007 315.804962 269.79248 -88.409706 -22.037605 -68.031494 106.549973 34.849174 19.949251 621.700623 209.547791 0. 203.185516 349.91568 627.62207 215.910065 383.728027 660.90979 -217.667389 -628.742554 -930.668457 -208.724289 -621.407898 -1018.710266 84.035889 26.528809 0. 26.26416 -85.154541 -122.733887 26.793213 -104.473145 -140.112061 -26.552979 -97.500732 -59.938477 -26.665039 -83.730469 -0.022461;
55, -124.519005 -8.500389 0. -157.566223 -357.300262 -275.502441 140.565445 313.238586 247.700653 -87.95623 -23.431213 -67.768875 107.032814 40.214176 15.453709 619.49823 208.848907 0. 202.486084 347.086334 622.652222 215.211731 385.181061 657.9729 -217.168884 -630.720581 -933.871948 -208.847672 -623.133972 -1021.653687 92.635986 31.393555 0. 33.056152 -76.51416 -104.361084 29.730957 -97.805908 -124.683594 -24.345703 -81.110596 -55.606689 -23.999756 -75.012939 -0.212646;
56, -122.108093 -8.460934 0. -157.532623 -361.029846 -261.449463 140.610748 308.226501 216.642944 -89.701904 -29.601868 -68.838524 105.261574 35.491211 22.026724 611.825317 209.116287 0. 202.793076 342.60498 608.37616 215.439499 395.570557 660.769226 -209.785599 -625.487915 -922.328857 -201.463654 -615.043457 -1012.069763 95.071777 29.775879 0. 31.676758 -63.093994 -104.666016 27.875 -93.961182 -112.469971 -28.787842 -73.906982 -51.619385 -30.962402 -84.165771 0.349609;
